Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-040	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.canBond.	Defaults.ripeBondConfig.canBond	P-H04-040	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.canBond	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-041	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.minRipePerUnit.	Defaults.ripeBondConfig.minRipePerUnit	P-H04-041	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.minRipePerUnit	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-042	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.maxRipePerUnit.	Defaults.ripeBondConfig.maxRipePerUnit	P-H04-042	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.maxRipePerUnit	"""1000000000000000000"""	1000000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-043	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.maxRipePerUnitLockBonus.	Defaults.ripeBondConfig.maxRipePerUnitLockBonus	P-H04-043	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.maxRipePerUnitLockBonus	20000	20000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-044	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.epochLength.	Defaults.ripeBondConfig.epochLength	P-H04-044	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.epochLength	2400	2400	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-045	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.shouldAutoRestart.	Defaults.ripeBondConfig.shouldAutoRestart	P-H04-045	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.shouldAutoRestart	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-046	PR #66 selected input	Canonical Robinhood value for Defaults.ripeBondConfig.restartDelayBlocks.	Defaults.ripeBondConfig.restartDelayBlocks	P-H04-046	contracts/config/DefaultsRobinHood.vy::Defaults.ripeBondConfig.restartDelayBlocks	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-047	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.arePointsEnabled.	Defaults.rewardsConfig.arePointsEnabled	P-H04-047	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.arePointsEnabled	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-048	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.ripePerBlock.	Defaults.rewardsConfig.ripePerBlock	P-H04-048	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.ripePerBlock	"""9000000000000000"""	9000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-049	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.borrowersAlloc.	Defaults.rewardsConfig.borrowersAlloc	P-H04-049	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.borrowersAlloc	1000	1000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-050	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.stakersAlloc.	Defaults.rewardsConfig.stakersAlloc	P-H04-050	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.stakersAlloc	9000	9000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-051	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.votersAlloc.	Defaults.rewardsConfig.votersAlloc	P-H04-051	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.votersAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-052	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.genDepositorsAlloc.	Defaults.rewardsConfig.genDepositorsAlloc	P-H04-052	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.genDepositorsAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-053	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.autoStakeRatio.	Defaults.rewardsConfig.autoStakeRatio	P-H04-053	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.autoStakeRatio	7500	7500	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-054	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.autoStakeDurationRatio.	Defaults.rewardsConfig.autoStakeDurationRatio	P-H04-054	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.autoStakeDurationRatio	3300	3300	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-055	PR #66 selected input	Canonical Robinhood value for Defaults.rewardsConfig.stabPoolRipePerDollarClaimed.	Defaults.rewardsConfig.stabPoolRipePerDollarClaimed	P-H04-055	contracts/config/DefaultsRobinHood.vy::Defaults.rewardsConfig.stabPoolRipePerDollarClaimed	"""1000000000000000000"""	1000000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-056	PR #66 selected input	Canonical Robinhood value for Defaults.ripeGovVaultConfigs[RIPE].asset.	Defaults.ripeGovVaultConfigs[RIPE].asset	P-H04-056	contracts/config/DefaultsRobinHood.vy::Defaults.ripeGovVaultConfigs[RIPE].asset	"{""kind"":""typed_null"",""reason"":""The PR #66 RIPE immutable is deployment-produced and remains unresolved.""}"	"{""kind"":""symbolic_binding"",""name"":""RIPE_TOKEN""}"	deployment-produced identity; unresolved	deployment_produced_unresolved	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:RIPE_TOKEN:unresolved	D-H04-22	no	yes	DefaultsRobinhood source and derived-ledger synchronization	Produce and bind through the authorized deployment lifecycle	status=blocked; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-057	PR #66 selected input	Canonical Robinhood value for Defaults.ripeGovVaultConfigs[RIPE].config.lockTerms.minLockDuration.	Defaults.ripeGovVaultConfigs[RIPE].config.lockTerms.minLockDuration	P-H04-057	contracts/config/DefaultsRobinHood.vy::Defaults.ripeGovVaultConfigs[RIPE].config.lockTerms.minLockDuration	7200	7200	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
